GEO_ID,NAME,B25014_001E,B25014_001M,B25014_002E,B25014_002M,B25014_003E,B25014_003M,B25014_004E,B25014_004M,B25014_005E,B25014_005M,B25014_006E,B25014_006M,B25014_007E,B25014_007M,B25014_008E,B25014_008M,B25014_009E,B25014_009M,B25014_010E,B25014_010M,B25014_011E,B25014_011M,B25014_012E,B25014_012M,B25014_013E,B25014_013M
0500000US05023,"Cleburne County, Arkansas",10731,313,8003,358,6481,339,1448,199,48,42,25,26,1,3,2728,291,1807,261,882,193,28,27,11,12,0,22
0500000US05025,"Cleveland County, Arkansas",3292,144,2482,172,2004,161,444,108,33,23,1,3,0,17,810,136,582,123,221,73,0,17,7,11,0,17
0500000US05067,"Jackson County, Arkansas",6095,286,4227,241,3269,243,874,168,55,47,29,38,0,19,1868,215,1330,206,481,107,11,12,46,54,0,19
0500000US05057,"Hempstead County, Arkansas",7971,318,5473,320,4225,265,1091,196,153,86,4,8,0,22,2498,365,1595,300,817,209,84,58,2,5,0,22
0500000US05135,"Sharp County, Arkansas",7354,281,5573,281,4619,273,824,142,106,60,24,22,0,19,1781,223,1125,158,547,136,79,73,19,16,11,18
0500000US05137,"Stone County, Arkansas",4954,236,3603,284,2736,262,835,183,19,24,13,16,0,19,1351,272,984,249,343,104,24,34,0,19,0,19
0500000US05143,"Washington County, Arkansas",85891,711,45769,917,34037,1020,10982,752,715,198,29,34,6,10,40122,1039,23811,981,14103,859,1269,344,739,261,200,141
0500000US05005,"Baxter County, Arkansas",18370,397,13929,425,11807,426,1847,300,100,73,129,80,46,72,4441,419,2960,357,1331,260,116,107,23,25,11,17
0500000US05003,"Ashley County, Arkansas",7915,332,5831,308,4535,292,1228,209,46,40,22,27,0,22,2084,260,1523,250,508,153,40,32,13,15,0,22
0500000US05031,"Craighead County, Arkansas",40800,579,23445,639,18441,619,4710,518,222,108,55,41,17,27,17355,697,10357,663,6172,582,699,194,92,57,35,40
0500000US05055,"Greene County, Arkansas",16879,336,11434,390,8606,413,2692,334,120,107,16,17,0,25,5445,396,3260,339,1926,307,138,75,103,71,18,22
0500000US05073,"Lafayette County, Arkansas",2859,160,2191,126,1776,125,391,86,24,26,0,17,0,17,668,135,414,110,224,88,12,13,18,19,0,17
0500000US05105,"Perry County, Arkansas",3708,174,2970,177,2199,192,679,151,92,75,0,19,0,19,738,166,429,122,259,105,43,26,7,10,0,19
0500000US05107,"Phillips County, Arkansas",7498,278,3614,335,3060,321,552,175,2,4,0,19,0,19,3884,355,2808,352,1009,210,33,31,0,19,34,42
0500000US05111,"Poinsett County, Arkansas",9437,245,5990,300,4689,267,1197,211,99,53,5,8,0,22,3447,272,1905,247,1194,199,302,105,34,34,12,15
0500000US05133,"Sevier County, Arkansas",5854,177,4384,199,2862,188,1264,166,209,79,49,57,0,19,1470,214,886,165,399,114,178,86,0,19,7,17
0500000US05149,"Yell County, Arkansas",7491,268,5263,244,3681,263,1480,177,84,68,18,22,0,22,2228,262,1062,170,850,183,195,95,121,75,0,22
0500000US05013,"Calhoun County, Arkansas",1936,119,1618,122,1372,105,231,90,15,19,0,17,0,17,318,82,225,73,84,37,9,14,0,17,0,17
0500000US05019,"Clark County, Arkansas",8505,274,5331,258,4304,249,986,164,38,43,3,6,0,22,3174,309,1986,220,1032,228,55,44,64,76,37,53
0500000US05011,"Bradley County, Arkansas",4537,146,2836,172,2185,146,632,134,15,17,4,7,0,19,1701,186,1016,151,546,159,69,54,66,58,4,7
0500000US05095,"Monroe County, Arkansas",3326,166,1994,142,1662,129,310,82,15,23,7,11,0,17,1332,139,891,134,403,108,12,15,0,17,26,34
0500000US05113,"Polk County, Arkansas",8204,262,6217,254,4699,220,1256,212,214,106,35,20,13,21,1987,240,1102,193,763,167,86,48,36,35,0,22
0500000US05103,"Ouachita County, Arkansas",10055,389,6854,365,5756,345,1001,190,36,32,16,25,45,61,3201,315,2263,262,746,166,13,23,78,73,101,100
0500000US05101,"Newton County, Arkansas",2899,200,2557,187,1950,198,550,106,57,50,0,17,0,17,342,85,238,73,104,57,0,17,0,17,0,17
0500000US05081,"Little River County, Arkansas",5440,226,3934,230,3094,241,792,153,38,33,3,6,7,11,1506,228,1021,210,484,129,1,2,0,19,0,19
0500000US05015,"Carroll County, Arkansas",11161,366,8480,321,6701,342,1448,295,278,120,53,46,0,22,2681,300,1660,272,733,168,188,86,100,54,0,22
0500000US05091,"Miller County, Arkansas",16748,439,10671,372,8016,394,2427,274,163,64,23,25,42,55,6077,471,3521,391,2175,291,179,86,57,50,145,100
0500000US06033,"Lake County, California",25966,628,17157,529,13135,538,3584,410,325,119,49,40,64,47,8809,596,5107,503,3298,417,282,103,122,69,0,29
0500000US06043,"Mariposa County, California",7700,351,5310,266,4206,259,1008,173,68,47,28,33,0,19,2390,335,1378,247,940,199,54,41,18,22,0,19
0500000US06115,"Yuba County, California",26179,329,15387,550,10245,537,4340,397,679,244,98,66,25,29,10792,529,4867,497,4822,468,737,235,229,114,137,113
0500000US06013,"Contra Costa County, California",392277,1405,257528,2331,188388,2294,63215,1769,4608,498,950,200,367,116,134749,2097,65576,1674,56160,1871,9280,744,2938,390,795,208
0500000US06035,"Lassen County, California",9493,354,6445,286,5085,312,1300,191,51,21,7,9,2,4,3048,279,1988,189,993,191,52,37,12,20,3,6
0500000US06083,"Santa Barbara County, California",144962,885,75640,988,53529,981,18538,794,2539,311,824,225,210,79,69322,1124,29669,1004,27816,961,7182,647,3535,467,1120,251
0500000US06097,"Sonoma County, California",189339,918,115093,1553,87493,1440,24771,1037,2123,315,490,193,216,113,74246,1572,38927,1324,28298,1096,5016,572,1611,301,394,148
0500000US06025,"Imperial County, California",44057,845,25717,822,15315,834,8700,582,1026,235,399,144,277,96,18340,924,7486,570,7940,713,2177,383,567,164,170,104
0500000US06051,"Mono County, California",4847,426,3014,302,2435,324,555,199,24,31,0,19,0,19,1833,327,1219,275,571,217,43,52,0,19,0,19
0500000US06001,"Alameda County, California",572870,1547,305134,2469,204247,2158,90367,1663,7979,544,1984,245,557,148,267736,2179,120897,1525,113193,1806,20765,1065,9804,655,3077,384
0500000US06067,"Sacramento County, California",536029,1825,300082,2909,217235,2230,75355,1740,5692,456,1284,212,516,148,235947,2352,127657,2115,89478,1998,13423,745,4234,468,1155,252
0500000US06055,"Napa County, California",49032,491,31256,625,23330,619,7006,403,765,183,77,34,78,47,17776,645,8861,450,6752,444,1590,235,460,129,113,57
0500000US06053,"Monterey County, California",126052,906,64362,918,41908,868,18399,718,3022,356,642,183,391,98,61690,1002,23301,993,25223,812,7786,531,3113,404,2267,356
0500000US06091,"Sierra County, California",1241,141,1010,136,899,140,109,57,2,4,0,12,0,12,231,94,169,80,62,41,0,12,0,12,0,12
0500000US06073,"San Diego County, California",1118980,3147,593890,4386,422914,3731,153597,2440,12950,770,3047,399,1382,227,525090,3504,247628,2725,219826,3099,37665,1315,15888,914,4083,489
0500000US06113,"Yolo County, California",73510,592,38013,697,27529,709,9775,614,500,162,168,108,41,37,35497,888,16068,743,16070,771,2516,395,791,211,52,37
0500000US06023,"Humboldt County, California",54267,676,30853,642,23695,654,6395,486,485,176,216,133,62,49,23414,897,13639,756,8453,605,906,217,387,148,29,47
0500000US06003,"Alpine County, California",299,67,251,57,197,48,49,25,4,7,1,3,0,12,48,26,34,23,12,9,2,3,0,12,0,12
0500000US06045,"Mendocino County, California",34090,621,20173,626,15026,585,4583,445,389,132,120,63,55,35,13917,617,7599,476,5157,467,847,206,236,103,78,57
0500000US06087,"Santa Cruz County, California",95756,961,56873,979,40932,984,14300,597,1288,252,265,118,88,58,38883,1111,17600,882,15890,826,3053,468,1550,338,790,234
0500000US06037,"Los Angeles County, California",3306109,5533,1514629,9373,948749,6761,481409,4535,61736,1318,15855,675,6880,461,1791480,6379,750825,5156,746840,5694,160169,2304,93050,1927,40596,1340
0500000US06065,"Riverside County, California",718349,2722,472401,3912,319765,3169,132173,2592,15189,662,3423,441,1851,283,245948,2861,116229,2039,100596,2114,21040,1062,6213,596,1870,266
0500000US06085,"Santa Clara County, California",635525,1810,360658,2737,237195,2382,110637,1736,9843,598,2249,249,734,153,274867,2527,109547,2231,126976,2298,24226,1103,10695,714,3423,398
0500000US06041,"Marin County, California",105258,753,67200,879,54047,870,12605,705,302,152,232,94,14,23,38058,924,21944,934,12378,731,2182,345,1253,264,301,139
0500000US06093,"Siskiyou County, California",19257,305,12633,379,10138,361,2254,232,138,51,84,56,19,20,6624,384,3934,319,2309,257,280,71,67,33,34,36
0500000US06089,"Shasta County, California",70473,580,44721,754,34921,850,8971,477,604,164,132,59,93,82,25752,798,15005,748,9275,603,1093,245,343,127,36,31
0500000US06015,"Del Norte County, California",9799,314,6115,324,4515,282,1470,247,76,50,16,22,38,39,3684,414,2151,297,1204,231,174,97,127,66,28,32
0500000US06079,"San Luis Obispo County, California",105317,1020,63986,1081,49849,1031,13094,710,751,222,201,101,91,70,41331,1122,22725,958,16167,887,1649,298,670,190,120,84
0500000US06021,"Glenn County, California",10017,225,5981,341,3875,275,2006,310,97,63,0,23,3,4,4036,356,1998,260,1752,326,253,104,31,35,2,4
0500000US06007,"Butte County, California",86797,860,51358,1011,40108,994,10310,614,688,145,145,75,107,63,35439,1020,20064,919,13558,680,1384,230,332,118,101,63
0500000US06063,"Plumas County, California",8047,337,5868,320,4884,311,946,215,38,30,0,19,0,19,2179,261,1407,235,736,155,36,32,0,19,0,19
0500000US06029,"Kern County, California",267913,1297,155395,1986,95236,1777,52281,1317,6299,502,1090,227,489,152,112518,2100,46537,1517,49067,1648,12002,924,3690,453,1222,287
0500000US06059,"Orange County, California",1032373,2799,592269,4165,406687,3453,163782,2683,15731,820,4614,471,1455,263,440104,3493,180552,2750,189839,2926,43900,1496,18825,970,6988,533
0500000US06009,"Calaveras County, California",17417,434,13526,487,11071,465,2160,298,204,120,91,90,0,26,3891,416,2330,322,1507,296,37,39,17,26,0,26
0500000US06101,"Sutter County, California",32360,312,18560,563,13328,498,4554,394,499,116,155,79,24,21,13800,535,6123,408,6268,490,1049,245,211,91,149,111
0500000US06081,"San Mateo County, California",261969,1067,156864,1532,107451,1338,43996,1199,3870,407,1101,206,446,146,105105,1268,43220,1009,46755,1387,8392,672,4985,480,1753,332
0500000US06109,"Tuolumne County, California",22427,607,15656,546,12143,552,3168,395,308,109,30,34,7,14,6771,605,4242,479,2185,314,273,151,71,53,0,29
0500000US06077,"San Joaquin County, California",226727,913,126097,1759,83030,1332,37801,1334,4035,374,986,209,245,89,100630,1634,45149,1218,44222,1221,8166,642,2455,361,638,194
0500000US06005,"Amador County, California",14090,432,10798,411,8614,397,1899,270,239,126,0,26,46,60,3292,369,2094,298,1085,241,105,69,8,9,0,26
0500000US08095,"Phillips County, Colorado",1668,125,1173,110,922,110,215,56,27,35,0,12,9,9,495,109,325,100,137,64,11,16,0,12,22,27
0500000US08007,"Archuleta County, Colorado",5670,301,4228,260,3361,258,744,136,61,44,55,53,7,13,1442,236,914,178,426,122,12,20,90,98,0,19
0500000US08031,"Denver County, Colorado",294358,1073,146083,1999,118942,1733,24939,872,1675,268,409,137,118,81,148275,1921,90231,1930,50756,1513,4485,453,2336,377,467,146
0500000US08061,"Kiowa County, Colorado",593,57,443,51,381,50,62,20,0,12,0,12,0,12,150,43,108,34,40,25,0,12,0,12,2,3
0500000US08055,"Huerfano County, Colorado",3282,159,2352,179,1948,194,336,91,38,46,0,17,30,19,930,170,735,151,184,88,0,17,11,18,0,17
0500000US08009,"Baca County, Colorado",1642,79,1178,82,994,84,164,43,20,16,0,12,0,12,464,72,328,64,131,41,5,9,0,12,0,12
0500000US08015,"Chaffee County, Colorado",7958,415,6103,395,5137,324,934,190,18,31,0,19,14,24,1855,264,1177,222,632,205,28,28,0,19,18,29
0500000US08047,"Gilpin County, Colorado",2653,217,2147,201,1836,244,297,123,14,23,0,17,0,17,506,133,431,129,67,40,8,14,0,17,0,17
0500000US08063,"Kit Carson County, Colorado",2977,212,2049,172,1668,139,368,98,8,10,0,17,5,5,928,146,600,130,319,108,9,16,0,17,0,17
0500000US08045,"Garfield County, Colorado",21138,398,14136,481,10381,471,3378,355,208,109,134,110,35,41,7002,470,3853,376,2296,355,786,217,67,75,0,28
0500000US08051,"Gunnison County, Colorado",6643,303,4058,242,3129,241,880,211,4,8,39,34,6,11,2585,315,1330,245,1172,254,83,59,0,19,0,19
0500000US08059,"Jefferson County, Colorado",230153,911,162035,1566,138842,1548,22315,741,680,153,175,100,23,25,68118,1476,44129,1291,21694,967,1628,298,529,147,138,102
0500000US08079,"Mineral County, Colorado",375,51,333,50,306,51,25,17,0,12,2,3,0,12,42,22,23,14,19,19,0,12,0,12,0,12
0500000US08091,"Ouray County, Colorado",2194,115,1500,133,1374,133,109,42,0,12,17,20,0,12,694,118,458,102,222,81,14,15,0,12,0,12
0500000US08103,"Rio Blanco County, Colorado",2403,151,1681,143,1258,130,407,91,13,15,3,7,0,17,722,122,496,109,171,68,25,34,30,33,0,17
0500000US08115,"Sedgwick County, Colorado",1017,68,728,76,590,78,131,50,7,7,0,12,0,12,289,58,208,54,59,30,7,12,15,18,0,12
0500000US08021,"Conejos County, Colorado",3068,124,2445,107,1788,104,589,89,59,29,9,12,0,17,623,97,417,78,160,60,42,31,2,3,2,3
0500000US08023,"Costilla County, Colorado",1687,117,1189,93,1030,83,133,32,19,22,7,11,0,12,498,91,255,63,223,74,12,19,8,13,0,12
0500000US08001,"Adams County, Colorado",164353,655,107175,1333,78548,1170,25507,972,2529,355,460,125,131,75,57178,1320,28046,1004,23394,1127,4155,448,1190,253,393,156
0500000US08037,"Eagle County, Colorado",17750,582,12531,553,8867,484,3385,391,221,125,58,65,0,28,5219,549,2028,333,2702,428,348,151,136,91,5,7
0500000US08065,"Lake County, Colorado",3353,245,2085,248,1662,269,375,137,48,62,0,17,0,17,1268,288,871,271,362,172,35,50,0,17,0,17
0500000US08081,"Moffat County, Colorado",5210,189,3544,224,2775,184,714,162,49,50,6,11,0,19,1666,220,1140,198,433,143,42,46,32,38,19,25
0500000US08097,"Pitkin County, Colorado",7018,399,4528,356,3474,329,1029,277,25,28,0,19,0,19,2490,380,1383,297,1037,284,59,70,11,19,0,19
0500000US08017,"Cheyenne County, Colorado",742,78,550,74,442,73,102,41,6,7,0,12,0,12,192,47,119,30,73,35,0,12,0,12,0,12
0500000US08025,"Crowley County, Colorado",1194,148,865,106,664,90,178,53,23,21,0,17,0,17,329,101,202,78,115,55,12,19,0,17,0,17
0500000US08033,"Dolores County, Colorado",740,69,600,73,469,69,131,40,0,12,0,12,0,12,140,34,101,32,26,15,13,15,0,12,0,12
0500000US08057,"Jackson County, Colorado",575,56,410,57,318,56,92,42,0,12,0,12,0,12,165,50,94,39,67,32,4,7,0,12,0,12
0500000US08069,"Larimer County, Colorado",133527,725,86247,1173,71906,1155,13697,649,501,164,107,65,36,34,47280,1222,30918,1103,15196,930,727,206,431,173,8,13
0500000US08083,"Montezuma County, Colorado",10615,205,7546,285,5876,316,1469,248,185,80,16,25,0,22,3069,242,1853,234,1097,219,59,47,60,72,0,22
0500000US08113,"San Miguel County, Colorado",3441,168,2081,126,1631,123,443,75,7,9,0,17,0,17,1360,148,580,105,683,110,22,15,53,29,22,24
0500000US08013,"Boulder County, Colorado",125894,675,78093,1007,65777,1065,11647,631,416,101,180,83,73,49,47801,1046,29267,986,17123,780,995,234,291,104,125,76
0500000US08071,"Las Animas County, Colorado",6477,242,4466,236,3740,240,665,136,49,41,12,13,0,19,2011,206,1320,181,624,123,9,9,58,48,0,19
0500000US08125,"Yuma County, Colorado",4051,140,2561,182,2179,194,293,110,72,40,0,19,17,22,1490,202,950,193,451,116,24,28,65,64,0,19
0500000US08107,"Routt County, Colorado",9552,425,6729,290,4995,301,1601,231,133,105,0,22,0,22,2823,362,1571,266,1131,246,65,50,46,38,10,14
0500000US08117,"Summit County, Colorado",9707,580,6416,546,5267,524,1130,259,17,27,2,3,0,25,3291,555,1587,431,1147,247,328,202,142,120,87,105
0500000US08019,"Clear Creek County, Colorado",4640,219,3548,210,3143,207,365,124,39,41,1,3,0,17,1092,173,669,137,395,130,28,28,0,17,0,17
0500000US08029,"Delta County, Colorado",11882,342,8441,366,6982,333,1332,168,78,65,49,41,0,25,3441,326,2262,316,1032,205,147,86,0,25,0,25
0500000US08101,"Pueblo County, Colorado",63762,667,41006,874,33433,837,6964,476,530,132,44,39,35,40,22756,803,14669,672,7216,516,647,166,164,80,60,68
0500000US08087,"Morgan County, Colorado",10785,212,6935,319,5314,263,1473,191,141,118,4,6,3,4,3850,329,1929,318,1600,288,212,113,76,62,33,32
0500000US08093,"Park County, Colorado",7119,357,5961,332,4915,328,998,185,19,21,29,45,0,19,1158,242,885,225,256,87,3,6,14,18,0,19
0500000US08077,"Mesa County, Colorado",61033,589,41030,914,32798,854,7635,562,552,198,31,33,14,22,20003,922,13213,874,6005,542,564,231,211,129,10,16
0500000US08099,"Prowers County, Colorado",4963,232,3167,225,2402,192,666,151,96,77,3,5,0,19,1796,211,1187,188,521,138,86,49,0,19,2,4
0500000US08041,"El Paso County, Colorado",253379,1158,161564,1651,132188,1584,27616,1032,1388,240,282,119,90,62,91815,1336,53914,1146,32555,1174,3545,425,1622,403,179,83
0500000US08121,"Washington County, Colorado",2030,152,1380,95,1136,83,232,59,5,3,7,7,0,12,650,110,455,80,163,55,32,19,0,12,0,12
0500000US08005,"Arapahoe County, Colorado",237559,1050,149832,1462,122336,1411,25915,831,1180,207,267,84,134,81,87727,1616,49041,1418,33398,1220,3660,439,1355,299,273,129
0500000US08014,"Broomfield County, Colorado",26721,255,17722,360,14667,398,2928,269,97,66,30,31,0,28,8999,410,5335,370,3321,329,198,118,145,81,0,28
0500000US09009,"New Haven County, Connecticut",329857,1775,204295,1887,162478,1927,40221,1545,1179,237,272,125,145,84,125562,1974,79916,1865,41107,1259,3064,426,1182,284,293,139
0500000US09013,"Tolland County, Connecticut",55232,657,39798,616,32735,628,6904,453,118,76,26,22,15,24,15434,739,9927,596,5158,593,216,168,110,63,23,26
0500000US09003,"Hartford County, Connecticut",349064,1488,225112,1726,179949,1805,43809,1116,1140,212,115,56,99,60,123952,1709,76656,1514,42550,1255,3069,349,1338,289,339,129
0500000US09015,"Windham County, Connecticut",44449,585,30960,680,24265,640,6430,471,238,105,27,33,0,29,13489,663,8685,581,4385,447,381,189,16,25,22,31
0500000US09007,"Middlesex County, Connecticut",66892,735,49262,844,40966,845,8079,575,186,97,21,28,10,16,17630,800,12041,698,5114,435,399,157,76,51,0,29
0500000US10003,"New Castle County, Delaware",203855,1043,138662,1287,118036,1202,19870,852,641,187,97,57,18,20,65193,1369,43876,1380,19347,934,1313,284,556,168,101,74
0500000US10005,"Sussex County, Delaware",89365,997,71092,954,60135,968,10049,582,790,189,60,45,58,44,18273,676,11554,579,5773,511,744,192,134,91,68,62
0500000US11001,"District of Columbia, District of Columbia",281322,1459,117571,1429,97081,1410,19131,905,881,192,392,121,86,50,163751,1680,95600,1777,59355,1570,4445,465,3443,477,908,234
0500000US12091,"Okaloosa County, Florida",77403,895,48766,870,39141,863,9232,636,347,101,29,29,17,17,28637,870,18051,850,9482,578,798,210,287,123,19,29
0500000US12123,"Taylor County, Florida",7356,397,5995,387,4511,312,1305,275,108,91,61,43,10,15,1361,255,876,221,406,164,44,61,0,25,35,59
0500000US12133,"Washington County, Florida",8484,304,6571,321,4899,291,1574,200,57,39,41,47,0,25,1913,229,1193,190,605,153,66,36,37,55,12,21
0500000US12031,"Duval County, Florida",354387,1851,200888,2111,162187,2021,36458,1391,1804,310,315,115,124,60,153499,2388,98458,2056,48840,1736,4412,645,1464,304,325,147
0500000US12007,"Bradford County, Florida",8993,387,6168,415,4716,374,1337,270,94,73,16,21,5,6,2825,306,1713,328,1030,296,79,53,3,6,0,25
0500000US12009,"Brevard County, Florida",228888,1973,166825,1983,138413,1941,26821,1117,1298,263,163,75,130,59,62063,1692,41497,1415,18793,1164,1344,321,395,168,34,39
0500000US12019,"Clay County, Florida",73398,911,54104,1086,41356,1147,12118,910,603,172,25,31,2,36,19294,972,10575,721,7910,699,523,213,221,134,65,76
0500000US12067,"Lafayette County, Florida",2095,228,1653,212,1042,181,503,141,53,37,55,46,0,19,442,181,204,96,229,167,0,19,9,16,0,19
0500000US12069,"Lake County, Florida",130190,1342,96761,1541,78009,1503,17576,932,964,278,153,76,59,49,33429,1186,19652,1054,12250,897,1243,348,236,114,48,52
0500000US12089,"Nassau County, Florida",31241,476,24517,600,19668,631,4584,440,200,116,35,37,30,38,6724,481,4259,484,2334,346,85,63,46,70,0,31
0500000US12103,"Pinellas County, Florida",407720,2588,268015,2602,224268,2362,41541,1300,1545,252,566,154,95,58,139705,1850,91337,1776,43199,1202,3058,427,1807,308,304,130
0500000US12105,"Polk County, Florida",231260,2106,158475,2136,123874,2057,31626,1234,2319,354,442,108,214,109,72785,1755,39324,1350,27869,1061,2635,345,1760,362,1197,275
0500000US12111,"St. Lucie County, Florida",112872,1511,82616,1564,65221,1718,16071,1315,1082,350,164,94,78,65,30256,1413,18155,1318,10654,971,899,236,245,161,303,220
0500000US12043,"Glades County, Florida",4433,288,3522,297,2760,285,719,144,43,42,0,21,0,21,911,191,517,142,328,130,57,69,9,18,0,21
0500000US12051,"Hendry County, Florida",12027,476,7963,478,4240,460,3239,380,399,153,80,77,5,13,4064,497,2138,444,1457,316,376,192,76,75,17,30
0500000US12061,"Indian River County, Florida",57403,1070,44838,921,39527,815,4910,529,286,138,87,65,28,51,12565,818,8625,697,3515,416,316,160,74,74,35,57
0500000US12063,"Jackson County, Florida",16894,448,12047,434,9639,394,2264,278,110,71,12,16,22,34,4847,414,3152,376,1226,240,350,151,119,112,0,28
0500000US12099,"Palm Beach County, Florida",548216,2650,376139,2880,301940,2459,67733,1596,5199,473,954,211,313,101,172077,2291,98285,2125,62469,1791,8248,720,2368,328,707,186
0500000US12109,"St. Johns County, Florida",86268,1122,67717,1182,56279,1292,10901,764,410,199,26,24,101,93,18551,1089,12297,891,5993,749,236,115,14,22,11,19
0500000US12117,"Seminole County, Florida",167304,1310,109069,1445,88395,1510,19909,943,485,134,181,116,99,57,58235,1474,36652,1330,19210,901,1528,346,756,216,89,61
0500000US12086,"Miami-Dade County, Florida",870051,2771,449056,4208,279544,3031,152618,2746,12538,791,3191,384,1165,219,420995,3514,191573,3141,191911,2738,23738,1147,11252,798,2521,335
0500000US12005,"Bay County, Florida",70199,1086,44545,972,34678,952,9287,565,507,179,56,48,17,19,25654,990,15100,837,9735,667,519,154,226,106,74,98
0500000US12035,"Flagler County, Florida",40629,700,30796,796,26145,763,4267,431,350,136,24,24,10,15,9833,683,5795,535,3876,426,102,80,60,55,0,31
0500000US12037,"Franklin County, Florida",4297,287,3251,277,2401,229,791,175,42,33,17,19,0,21,1046,186,653,161,330,103,60,56,3,5,0,21
0500000US12047,"Hamilton County, Florida",4485,224,3140,203,2385,196,702,160,46,49,7,11,0,21,1345,191,668,165,563,161,114,67,0,21,0,21
0500000US12077,"Liberty County, Florida",2381,263,1793,223,1421,223,341,91,31,33,0,19,0,19,588,145,374,93,201,96,13,15,0,19,0,19
0500000US12119,"Sumter County, Florida",54636,979,49041,910,45524,867,3218,460,221,105,78,66,0,31,5595,587,4132,556,1269,252,167,119,9,16,18,24
0500000US12039,"Gadsden County, Florida",17080,493,12134,494,9202,509,2654,279,278,112,0,28,0,28,4946,488,3033,430,1605,291,274,121,0,28,34,53
0500000US12059,"Holmes County, Florida",7016,264,5367,269,4018,266,1247,184,71,55,31,35,0,21,1649,214,920,203,656,124,72,58,0,21,1,3
0500000US12071,"Lee County, Florida",271861,2297,191954,2092,159947,1736,29598,1149,1716,273,571,173,122,66,79907,1743,49179,1465,26519,1311,3042,400,969,243,198,126
0500000US12083,"Marion County, Florida",136514,1543,103534,1482,86196,1616,16368,1034,735,177,162,90,73,59,32980,1420,20700,1281,10949,831,1057,278,274,181,0,31
0500000US12021,"Collier County, Florida",140942,1584,102429,1295,83999,1234,16713,869,1404,277,252,98,61,55,38513,1274,19812,1015,14094,792,3345,494,978,216,284,121
0500000US12095,"Orange County, Florida",458613,2664,250719,2785,190906,2393,55675,1552,2923,388,954,260,261,138,207894,2491,117226,2299,80331,2167,6604,774,3201,465,532,179
0500000US12101,"Pasco County, Florida",199227,1567,143456,1848,115810,1578,26139,1071,1118,251,291,115,98,48,55771,1372,34246,1170,19534,927,1375,254,514,143,102,98
0500000US12055,"Highlands County, Florida",41026,856,30913,788,25070,746,5170,488,599,209,74,53,0,31,10113,653,6283,514,3054,428,683,237,59,51,34,42
0500000US12121,"Suwannee County, Florida",15083,521,10841,565,8194,549,2437,382,177,130,33,39,0,28,4242,480,2280,458,1681,378,281,293,0,28,0,28
0500000US12027,"DeSoto County, Florida",11996,441,8383,386,6000,377,2031,248,251,104,47,41,54,67,3613,379,1680,325,1627,247,252,124,54,52,0,28
0500000US12013,"Calhoun County, Florida",4556,233,3754,249,2900,239,738,141,107,79,9,15,0,21,802,167,551,141,242,95,9,11,0,21,0,21
0500000US12023,"Columbia County, Florida",24985,454,18328,525,14024,576,3929,394,339,149,27,24,9,16,6657,517,4069,422,2140,295,382,148,59,71,7,16
0500000US12029,"Dixie County, Florida",6520,332,5031,304,3736,279,1069,236,119,60,87,83,20,22,1489,252,962,261,435,143,61,43,13,21,18,24
0500000US12107,"Putnam County, Florida",28264,653,20641,634,16688,631,3534,376,341,143,78,60,0,31,7623,615,5168,555,2161,370,264,124,15,30,15,19
0500000US12125,"Union County, Florida",3892,408,2690,354,1795,304,816,167,51,34,16,24,12,20,1202,191,694,159,492,111,16,17,0,21,0,21
0500000US12081,"Manatee County, Florida",143652,1377,102843,1468,85685,1247,16065,746,849,199,175,75,69,53,40809,1198,24711,1043,13877,871,1684,321,400,153,137,87
0500000US12075,"Levy County, Florida",16433,360,12685,483,9792,479,2728,336,132,75,27,24,6,9,3748,473,2259,383,1240,220,234,110,5,8,10,11
0500000US12003,"Baker County, Florida",8625,380,6524,427,4343,373,1957,332,218,104,6,11,0,25,2101,380,1091,305,962,262,25,25,23,37,0,25
0500000US12127,"Volusia County, Florida",212985,1620,149330,1722,124757,1598,23377,1075,911,268,224,82,61,59,63655,1415,42147,1446,20082,988,1021,238,302,124,103,93
0500000US12073,"Leon County, Florida",112918,891,59910,897,48997,956,10405,562,447,119,61,53,0,31,53008,1027,33667,1085,17786,838,893,239,419,176,243,128
0500000US12079,"Madison County, Florida",6682,226,5138,265,3932,250,1091,199,52,43,38,47,25,26,1544,228,821,177,578,144,79,53,56,46,10,17
0500000US12033,"Escambia County, Florida",118740,1075,72598,1244,61929,1268,10049,742,549,146,43,33,28,27,46142,1284,34617,1282,10585,755,735,221,205,130,0,31
0500000US12053,"Hernando County, Florida",73541,824,57201,978,46641,893,10034,568,390,150,91,50,45,43,16340,782,10455,632,5490,537,318,133,77,65,0,31
0500000US13037,"Calhoun County, Georgia",1853,119,1226,128,922,123,272,74,3,4,29,35,0,19,627,111,315,78,308,80,0,19,0,19,4,7
0500000US13193,"Macon County, Georgia",4673,258,3037,268,2568,224,459,154,8,12,0,21,2,7,1636,236,1102,189,483,140,30,28,19,33,2,5
0500000US13023,"Bleckley County, Georgia",4168,229,2984,192,2352,198,622,132,0,21,10,16,0,21,1184,222,846,185,313,131,22,15,3,5,0,21
0500000US13021,"Bibb County, Georgia",58010,762,30512,729,25645,697,4679,440,159,110,6,8,23,30,27498,1036,18990,921,7525,614,730,216,168,103,85,68
0500000US13197,"Marion County, Georgia",3331,206,2457,204,1937,201,489,114,31,31,0,19,0,19,874,156,593,131,245,100,26,30,10,17,0,19
