County,State,GEO_ID,Total Population,Minority Population,ratio_income_poverty (above 200% FPL),Total Bachelors Degree,Est Speak English Less than Well,Per Capita Income,Est Civilians Insured,Est Percent Civilians Insured,Percent Households without Vehicle,Household Level - More People than Rooms (%)
Blount County,Tennessee,0500000US47009,128443,7719,87215.0,14337,1036,29634.0,116072,91.2,0.037062142387208674,0.005661994856356785
Lawrence County,Tennessee,0500000US47099,42937,1927,23750.0,2115,638,20752.0,36333,85.5,0.07290310582108983,0.020581489058334883
Carter County,Tennessee,0500000US47019,56391,1991,28562.0,4447,167,21963.0,48760,88.1,0.06310926506739001,0.009409171823344917
Grainger County,Tennessee,0500000US47057,23013,512,13422.0,1177,342,22151.0,20453,89.4,0.04570853822083147,0.013857845328565042
Lauderdale County,Tennessee,0500000US47097,26297,9902,11689.0,955,130,18128.0,21106,89.7,0.11718269427927004,0.011379946688538036
Marion County,Tennessee,0500000US47115,28417,1895,17670.0,1668,51,24714.0,25510,90.7,0.05525815921257123,0.01390088067691245
Overton County,Tennessee,0500000US47133,22004,531,12209.0,1309,79,20581.0,19827,91.3,0.07209716960106975,0.013037664363717406
Sumner County,Tennessee,0500000US47165,179473,22076,131992.0,22471,3045,32297.0,162476,91.3,0.03770279533856349,0.005042272831137177
Trousdale County,Tennessee,0500000US47169,9573,1421,5539.0,721,48,23634.0,7836,85.0,0.03241650294695481,0.0006548788474132286
Williamson County,Tennessee,0500000US47187,218648,23536,191118.0,52684,3810,50931.0,207437,95.1,0.021302293480569123,0.004021554470163517
Clay County,Tennessee,0500000US47027,7686,406,3535.0,519,0,19512.0,6747,88.9,0.048849669082886855,0.01481248030255279
Greene County,Tennessee,0500000US47059,68669,3600,37848.0,4816,345,23668.0,61021,90.5,0.04606518866539421,0.004881808838643371
Shelby County,Tennessee,0500000US47157,937005,568665,549833.0,114621,24655,28828.0,812718,87.9,0.0887369382744247,0.005798549648832296
Van Buren County,Tennessee,0500000US47175,5704,181,2896.0,217,65,19560.0,4793,85.6,0.06426259824318077,0.011095700416088766
Henderson County,Tennessee,0500000US47077,27859,2922,15791.0,1931,284,21793.0,24911,90.6,0.06662918189485521,0.013400805922593946
Hickman County,Tennessee,0500000US47081,24678,1955,13035.0,1287,108,22248.0,21032,91.1,0.054344063689858085,0.010730356524749048
Jefferson County,Tennessee,0500000US47089,53247,2410,31401.0,3722,638,24855.0,47051,90.0,0.032747363134103466,0.011300853842290307
Sequatchie County,Tennessee,0500000US47153,14730,425,8278.0,959,53,22383.0,12854,88.7,0.039147215585370335,0.021503400110273848
Sevier County,Tennessee,0500000US47155,96287,5054,55527.0,7612,2338,23869.0,79782,83.7,0.03442955745026391,0.007037488158072811
Carroll County,Tennessee,0500000US47017,28018,3745,15542.0,1984,97,22007.0,25295,91.9,0.07195805460133792,0.007593563550894956
Chester County,Tennessee,0500000US47023,17150,2416,10088.0,1124,65,21425.0,14913,88.0,0.048506210137630075,0.005874454514937899
Davidson County,Tennessee,0500000US47037,684017,247882,430677.0,119239,38669,34343.0,592195,87.4,0.06719970637236734,0.006513063910789017
Jackson County,Tennessee,0500000US47087,11615,478,6056.0,498,63,20276.0,10239,89.7,0.05304864626898525,0.012766894122826326
Perry County,Tennessee,0500000US47135,7912,453,3739.0,364,41,28270.0,6623,85.3,0.05305999397045523,0.02411817907747965
Roane County,Tennessee,0500000US47145,52897,3171,33299.0,4571,243,27897.0,47670,91.4,0.054476935553117396,0.006535324142536851
Meigs County,Tennessee,0500000US47121,11962,442,7411.0,495,73,23555.0,10762,90.8,0.050730688935281834,0.010855949895615866
Hamblen County,Tennessee,0500000US47063,63740,7720,35852.0,4465,2315,22252.0,55954,88.9,0.054114948179099585,0.009462947032075704
Haywood County,Tennessee,0500000US47075,17779,9773,9718.0,900,264,22148.0,15749,89.7,0.10394366197183098,0.014084507042253521
Erath County,Texas,0500000US48143,41482,4307,22641.0,4630,2176,25290.0,33689,82.2,0.0551536422892343,0.017692142396676457
Brazoria County,Texas,0500000US48039,353999,95509,263533.0,43898,22802,33547.0,296664,86.6,0.03172732018659167,0.02307135278961284
Motley County,Texas,0500000US48345,1156,156,607.0,109,5,26103.0,920,79.6,0.053763440860215055,0.05591397849462366
Donley County,Texas,0500000US48129,3387,348,1962.0,317,33,23711.0,2812,84.6,0.02558139534883721,0.015503875968992248
Atascosa County,Texas,0500000US48013,48828,3535,29312.0,2875,2664,24421.0,40732,84.2,0.06784948333008384,0.04861246506791447
Coleman County,Texas,0500000US48083,8391,633,4897.0,638,211,27842.0,6437,77.0,0.04826589595375722,0.005780346820809248
Nolan County,Texas,0500000US48353,14966,1858,8595.0,1101,659,25820.0,12234,82.7,0.08136770890473578,0.019564819893947705
Hudspeth County,Texas,0500000US48229,4098,1255,1348.0,172,1309,14190.0,2586,76.6,0.03777777777777778,0.057777777777777775
Medina County,Texas,0500000US48325,49334,4607,33601.0,4237,1968,26274.0,40650,86.7,0.054169360051712995,0.019586296056884292
Ward County,Texas,0500000US48475,11586,1683,7623.0,695,715,26570.0,9448,82.3,0.05990899898887765,0.02199191102123357
Henderson County,Texas,0500000US48213,80460,8611,45897.0,6846,2574,25280.0,64594,81.3,0.04740165128703254,0.015606281366359075
Harrison County,Texas,0500000US48203,66645,17540,40928.0,5809,2510,25418.0,56065,85.1,0.0506956109747168,0.019253133479777747
Menard County,Texas,0500000US48327,2123,396,1122.0,175,182,25067.0,1422,68.6,0.06955645161290322,0.02721774193548387
Lamar County,Texas,0500000US48277,49532,9276,27905.0,4199,909,23833.0,40530,82.8,0.07518251954641951,0.011701962408740227
Fayette County,Texas,0500000US48149,25066,2447,16951.0,2431,1408,30097.0,21995,89.2,0.05646851218705195,0.009926105657880225
Williamson County,Texas,0500000US48491,527057,104304,423404.0,94573,25132,35825.0,474565,90.6,0.024737631184407798,0.008852444007004131
Polk County,Texas,0500000US48373,47837,7554,26119.0,3520,2125,24686.0,36096,81.6,0.0607762736617424,0.020277481323372464
Refugio County,Texas,0500000US48391,7236,1463,4388.0,415,170,23810.0,5948,84.1,0.08187815289095848,0.012029491656965464
Caldwell County,Texas,0500000US48055,41401,8400,22249.0,2657,3347,23881.0,31017,78.7,0.04325141776937618,0.039773156899810966
Wilbarger County,Texas,0500000US48487,12906,2851,7026.0,1105,534,24078.0,10907,85.7,0.0703021090632719,0.012160364810944329
Reagan County,Texas,0500000US48383,3752,2214,2493.0,174,642,25397.0,2800,75.3,0.037489102005231034,0.010462074978204011
Hale County,Texas,0500000US48189,34113,4876,18007.0,2412,2877,19854.0,26187,80.9,0.055356181589808005,0.019020276332316528
Shelby County,Texas,0500000US48419,25478,5628,13238.0,1783,1913,20969.0,19118,75.6,0.059083082221265605,0.02927249246663797
Runnels County,Texas,0500000US48399,10310,804,5723.0,1034,236,23042.0,8515,84.4,0.041077620698853026,0.01200320085356095
San Jacinto County,Texas,0500000US48407,27819,3841,15663.0,1422,1098,21808.0,22254,80.4,0.026035627701064615,0.03520607146621693
Tom Green County,Texas,0500000US48451,117466,16400,73786.0,12479,5052,28444.0,95645,84.9,0.06148709744731168,0.012728663838074703
Victoria County,Texas,0500000US48469,91970,11438,57642.0,8301,4655,28576.0,76546,84.2,0.059242871189773845,0.01610127826941986
Waller County,Texas,0500000US48473,49987,19602,28217.0,3749,4727,24495.0,39814,80.0,0.03606402377254001,0.03464577564665361
Wichita County,Texas,0500000US48485,131818,28797,70303.0,13226,4052,23921.0,100745,86.2,0.06727701194969865,0.010156201121978686
Wilson County,Texas,0500000US48493,48198,3307,35384.0,4342,2026,30935.0,40715,85.7,0.03249051833122629,0.03299620733249052
Hockley County,Texas,0500000US48219,23162,2452,13003.0,1382,1448,23440.0,18719,81.6,0.04442486785804178,0.030581424616159075
Maverick County,Texas,0500000US48323,57970,4224,26041.0,3019,17118,16891.0,40321,69.9,0.06156865149935611,0.05543631569264733
Fannin County,Texas,0500000US48147,34175,4211,20353.0,2635,1098,24581.0,26291,84.0,0.046357615894039736,0.009647616711634372
Midland County,Texas,0500000US48329,164194,26007,124766.0,20081,14038,39179.0,134490,82.5,0.036084315827081104,0.0180064308681672
Live Oak County,Texas,0500000US48297,12123,882,6422.0,744,742,24244.0,8609,80.8,0.0326530612244898,0.027482993197278913
Llano County,Texas,0500000US48299,20640,1370,13629.0,3045,527,35822.0,17006,83.2,0.03556707101637027,0.021787775291485102
Karnes County,Texas,0500000US48255,15387,4214,8056.0,1164,1128,26875.0,11029,86.1,0.05675930287329251,0.01601507300989166
Brazos County,Texas,0500000US48041,219193,53060,112055.0,25082,13857,26539.0,186806,86.9,0.05168684300406057,0.01076492985718442
Cass County,Texas,0500000US48067,30087,6600,17110.0,2340,343,22545.0,25112,84.6,0.06361862753414199,0.01891593858681822
Gaines County,Texas,0500000US48165,20321,1288,11697.0,1012,2819,22710.0,13803,68.3,0.04776015339027366,0.036255882865609206
Gray County,Texas,0500000US48179,22685,3348,12645.0,1541,1544,24911.0,17296,81.9,0.06025,0.01825
Madison County,Texas,0500000US48313,14128,3752,6854.0,972,849,17856.0,9029,85.7,0.04356105689121638,0.028802666031897167
Jack County,Texas,0500000US48237,8842,616,4921.0,507,352,25626.0,6346,82.6,0.05569620253164557,0.02531645569620253
Kendall County,Texas,0500000US48259,41982,4096,33533.0,8021,1331,43241.0,37727,90.8,0.029804364715022246,0.004520093226922805
Bosque County,Texas,0500000US48035,18122,891,11095.0,1676,694,26039.0,14594,82.1,0.023137697516930022,0.02341986455981941
Bexar County,Texas,0500000US48029,1925865,390506,1189664.0,214830,167190,26988.0,1608911,84.9,0.07248480019728917,0.01634117115151745
Bailey County,Texas,0500000US48017,7092,1175,3537.0,621,1110,21449.0,5474,79.4,0.039317858834675506,0.03505447655139744
Baylor County,Texas,0500000US48023,3591,256,2193.0,383,5,25264.0,3058,86.9,0.021709633649932156,0.0
Cameron County,Texas,0500000US48061,421750,23355,178300.0,29858,90355,16587.0,299693,71.4,0.0714129155335471,0.053513008889069284
Denton County,Texas,0500000US48121,807047,201692,631446.0,157893,44398,39535.0,710804,88.5,0.025924095322153576,0.007738746690203001
Washington County,Texas,0500000US48477,34796,7810,21525.0,3767,1904,29604.0,30186,88.4,0.05225749131734109,0.012842258299006542
Morris County,Texas,0500000US48343,12424,3810,7688.0,856,312,23438.0,10490,85.5,0.061806656101426306,0.020602218700475437
Stephens County,Texas,0500000US48429,9372,841,4985.0,712,255,24405.0,7038,79.1,0.053549571603427173,0.012239902080783354
Harris County,Texas,0500000US48201,4602523,1710181,2873469.0,577860,699970,31901.0,3657243,79.8,0.060174197940493314,0.017304857763188308
Andrews County,Texas,0500000US48003,17818,1354,13189.0,705,1739,31190.0,14496,81.8,0.030682643427741466,0.033042846768336964
Gillespie County,Texas,0500000US48171,26208,2338,17975.0,4780,1922,33515.0,20998,81.2,0.042549220864047776,0.029765792665857983
Gonzales County,Texas,0500000US48177,20667,7919,12145.0,1197,2137,26618.0,16323,80.1,0.06667590795675077,0.054893263099528695
Lynn County,Texas,0500000US48305,5808,864,3118.0,524,174,25279.0,4755,82.5,0.06844819503047352,0.016877637130801686
Young County,Texas,0500000US48503,18114,917,11305.0,1719,337,25855.0,14512,81.4,0.04067558057705841,0.012807881773399015
Zapata County,Texas,0500000US48505,14369,951,5163.0,591,3810,17228.0,10128,70.7,0.0790011350737798,0.08671963677639047
Hood County,Texas,0500000US48221,56901,2590,40218.0,7135,1432,32727.0,47617,84.7,0.025262870408302607,0.011971414265556011
Hopkins County,Texas,0500000US48223,36240,5962,21961.0,3033,1831,26267.0,29202,81.6,0.03431555389779933,0.021111525550167848
Ochiltree County,Texas,0500000US48357,10348,1207,6196.0,730,1627,24260.0,8140,79.1,0.023235550392099912,0.03223932616903863
King County,Texas,0500000US48269,228,2,177.0,17,9,31564.0,210,92.1,0.0,0.0
Knox County,Texas,0500000US48275,3733,558,2204.0,326,221,21796.0,3022,84.2,0.03458646616541353,0.02180451127819549
McLennan County,Texas,0500000US48309,248429,55014,139054.0,22940,13841,24826.0,207404,84.9,0.06597479614529281,0.016533009861401264
Cherokee County,Texas,0500000US48073,51903,9656,27596.0,3780,3588,21520.0,40034,81.2,0.05172798216276477,0.0407469342251951
Concho County,Texas,0500000US48095,4233,234,1840.0,244,890,17684.0,2544,82.9,0.07331042382588775,0.003436426116838488
Delta County,Texas,0500000US48119,5215,644,3119.0,482,20,25004.0,4367,84.8,0.07791563275434243,0.003970223325062035
Edwards County,Texas,0500000US48137,2055,6,1046.0,278,114,29814.0,1792,87.7,0.02040816326530612,0.033527696793002916
Eastland County,Texas,0500000US48133,18270,1495,9186.0,1008,642,23940.0,15083,83.8,0.0608359133126935,0.022910216718266253
Jones County,Texas,0500000US48253,19891,6456,7730.0,1328,378,17673.0,10923,86.1,0.06651171106740568,0.007151796888968353
Reeves County,Texas,0500000US48389,15125,3212,8810.0,787,2749,20876.0,10281,79.5,0.060328575276057096,0.022623215728521412
Sabine County,Texas,0500000US48403,10458,1082,5517.0,783,58,23450.0,8855,85.4,0.04342522566479629,0.013905830690412296
Sherman County,Texas,0500000US48421,3058,368,1857.0,320,346,26335.0,2430,80.3,0.022748815165876776,0.016113744075829384
Swisher County,Texas,0500000US48437,7484,1346,3243.0,482,465,19258.0,5540,81.1,0.07000795544948289,0.01869530628480509
Hunt County,Texas,0500000US48231,92152,18973,55057.0,7596,3863,25077.0,75795,83.0,0.05981031233587692,0.026908461799870245
