County,State,GEO_ID,Total Population,Minority Population,ratio_income_poverty (above 200% FPL),Total Bachelors Degree,Est Speak English Less than Well,Per Capita Income,Est Civilians Insured,Est Percent Civilians Insured,Percent Households without Vehicle,Household Level - More People than Rooms (%)
Scott County,Mississippi,0500000US28123,28415,11850,12726.0,1531,1554,21640.0,23680,84.1,0.11423095352180163,0.026257786296118833
Winston County,Mississippi,0500000US28159,18358,9117,8805.0,1446,116,24538.0,15938,88.9,0.08288263926446728,0.009599783666846945
Yazoo County,Mississippi,0500000US28163,27974,17391,9984.0,1799,833,18866.0,20476,86.8,0.08769708827252848,0.017033030268155138
Benton County,Mississippi,0500000US28009,8253,3195,4592.0,328,122,20363.0,6875,84.1,0.032640949554896145,0.01121002307945928
Franklin County,Mississippi,0500000US28037,7757,2831,4203.0,580,5,22769.0,6823,88.9,0.03861517976031957,0.0036617842876165113
Jasper County,Mississippi,0500000US28061,16529,9121,8676.0,1091,0,21929.0,14337,87.0,0.06113602391629298,0.01943198804185351
Jones County,Mississippi,0500000US28067,68454,21451,38116.0,5272,932,22836.0,60444,89.3,0.058852022281424075,0.01473318801969807
Monroe County,Mississippi,0500000US28095,35840,11444,20088.0,2917,170,23158.0,31385,88.7,0.06472975859859005,0.011108737449262978
Sunflower County,Mississippi,0500000US28133,26532,19894,8945.0,1773,125,15464.0,18976,83.7,0.11825008940278936,0.01025151984741924
Webster County,Mississippi,0500000US28155,9828,2023,5658.0,741,11,21109.0,8602,88.3,0.053076313704779506,0.0015843675732770002
Adams County,Mississippi,0500000US28001,31547,18765,12538.0,2339,1868,17851.0,24656,85.2,0.08799929459483291,0.011286482673485584
Clay County,Mississippi,0500000US28025,19808,11963,9957.0,1754,11,21076.0,17344,88.8,0.07711154094132817,0.0019342359767891683
Covington County,Mississippi,0500000US28031,19091,7435,9760.0,1304,24,18353.0,16187,85.9,0.043126287901089196,0.01692670002943774
Humphreys County,Mississippi,0500000US28053,8539,6691,2780.0,423,32,16604.0,7149,84.6,0.1466414380321665,0.008199306212551246
Saline County,Missouri,0500000US29195,23102,3321,13030.0,1741,1054,22802.0,20675,91.3,0.07416491473954684,0.0161177295024527
Madison County,Missouri,0500000US29123,12205,353,6566.0,868,37,22119.0,10886,90.7,0.0667732906837265,0.022990803678528588
Wright County,Missouri,0500000US29229,18293,664,7742.0,884,166,19909.0,14694,81.2,0.0916072408118486,0.027701590784421283
Vernon County,Missouri,0500000US29217,20691,920,11441.0,1455,36,24388.0,17416,86.1,0.0780905752753978,0.013341493268053856
Nodaway County,Missouri,0500000US29147,22547,1436,10745.0,1918,79,22151.0,19955,91.8,0.0397583081570997,0.006042296072507553
Chariton County,Missouri,0500000US29041,7546,334,4778.0,643,0,24470.0,6790,92.7,0.0388629003238575,0.01043540842029507
Grundy County,Missouri,0500000US29079,10039,421,6013.0,765,162,23249.0,8271,83.8,0.08431618569636136,0.017063989962358847
Morgan County,Missouri,0500000US29141,20137,858,9663.0,1157,67,21265.0,15253,77.2,0.0869116698903933,0.006963249516441006
Wayne County,Missouri,0500000US29223,13308,440,6449.0,662,5,18759.0,11244,85.2,0.08204845814977973,0.012481644640234948
Bollinger County,Missouri,0500000US29017,12281,311,6938.0,583,23,20949.0,10874,89.2,0.04861854786892268,0.015849218248018847
Cape Girardeau County,Missouri,0500000US29031,78324,9615,49011.0,9572,510,26546.0,70744,91.8,0.06299802492678608,0.006946809235169924
Shelby County,Missouri,0500000US29205,6061,193,3362.0,494,22,23501.0,5090,87.1,0.045953639690931275,0.014640097600650671
Webster County,Missouri,0500000US29225,38082,1646,21194.0,2630,507,21682.0,31524,84.9,0.06972436277415531,0.023192056905749853
Atchison County,Missouri,0500000US29005,5270,120,3512.0,649,13,29009.0,4741,91.5,0.057085828343313376,0.004790419161676647
Bates County,Missouri,0500000US29013,16374,737,9915.0,1112,41,27035.0,14525,90.4,0.04965702356099016,0.021025946913212048
Benton County,Missouri,0500000US29015,18989,730,10476.0,1189,63,23984.0,16515,87.9,0.06593683150874544,0.010570026425066062
Carter County,Missouri,0500000US29035,6197,297,3526.0,475,0,21884.0,5096,83.0,0.09594251901944209,0.0169061707523246
Dade County,Missouri,0500000US29057,7590,354,3824.0,547,29,21538.0,6486,87.0,0.04074430542188001,0.02213666987487969
Linn County,Missouri,0500000US29115,12186,403,7488.0,854,17,24150.0,10683,88.5,0.046369376479873714,0.00808997632202052
Howell County,Missouri,0500000US29091,40102,1500,20135.0,2472,129,20873.0,34633,87.2,0.07159904534606205,0.004961688230121844
Johnson County,Missouri,0500000US29101,53689,5842,31418.0,5194,182,24146.0,45418,91.2,0.055970710667535985,0.013140077235568483
Laclede County,Missouri,0500000US29105,35507,1704,20067.0,2574,49,21577.0,30970,88.2,0.05733448723496322,0.017380643300158663
Maries County,Missouri,0500000US29125,8884,152,5381.0,642,38,23729.0,7677,87.7,0.08614540466392319,0.012071330589849109
Phelps County,Missouri,0500000US29161,44789,4214,23872.0,4592,334,24304.0,40129,91.2,0.06903016874041247,0.006136014999147775
Platte County,Missouri,0500000US29165,98824,14146,79903.0,17107,1151,39427.0,91868,93.8,0.04389713308989201,0.0025898013622355164
St. Francois County,Missouri,0500000US29187,66342,4688,35516.0,3751,230,22575.0,53330,89.4,0.06475311120032115,0.005499799277398635
Andrew County,Missouri,0500000US29003,17403,757,12223.0,1852,55,28027.0,15980,92.9,0.039077420302629645,0.0069046569707653885
Carroll County,Missouri,0500000US29033,8843,386,5329.0,724,23,24597.0,7801,89.1,0.09769144144144144,0.010135135135135136
Daviess County,Missouri,0500000US29061,8302,236,5054.0,743,65,24081.0,6849,84.5,0.08224674022066199,0.024072216649949848
Knox County,Missouri,0500000US29103,3951,139,2319.0,291,0,22020.0,3221,82.9,0.0547945205479452,0.011089367253750815
Marion County,Missouri,0500000US29127,28672,2406,15829.0,2620,32,23589.0,25263,90.2,0.07026086956521739,0.004434782608695652
Osage County,Missouri,0500000US29151,13619,286,9754.0,1306,20,26037.0,12772,94.7,0.04341873655388226,0.015255231762174849
Ripley County,Missouri,0500000US29181,13693,509,6332.0,668,23,17502.0,11691,85.7,0.076639503298409,0.011059371362048894
Warren County,Missouri,0500000US29219,33908,2214,23269.0,2915,236,27523.0,30762,91.2,0.03621648136036625,0.01038260300850229
Audrain County,Missouri,0500000US29007,25735,2806,13884.0,1646,304,21819.0,21476,90.0,0.06893224699828474,0.006003430531732418
Christian County,Missouri,0500000US29043,84275,3911,57521.0,10416,551,27024.0,76393,91.1,0.028105605042287037,0.006753062996430524
Greene County,Missouri,0500000US29077,288429,28239,167443.0,35811,2661,26378.0,254918,89.6,0.06885417861767164,0.003605788930227984
Harrison County,Missouri,0500000US29081,8554,318,4445.0,629,128,20986.0,7191,86.3,0.05174353205849269,0.012935883014623173
St. Clair County,Missouri,0500000US29185,9383,405,5500.0,599,5,22672.0,7989,87.7,0.055016965584100824,0.010906446921958314
Adair County,Missouri,0500000US29001,25325,2225,12231.0,1963,537,22000.0,22903,91.5,0.07715757384631557,0.0029433406916850625
Scotland County,Missouri,0500000US29199,4898,126,2645.0,274,3,23809.0,3106,64.6,0.05934065934065934,0.02857142857142857
Sullivan County,Missouri,0500000US29211,6317,544,3564.0,324,497,21661.0,5249,85.4,0.05197792088316467,0.011959521619135235
Clark County,Missouri,0500000US29045,6800,202,4280.0,411,49,28537.0,5685,84.8,0.08191706322229776,0.013936097892590074
Jefferson County,Missouri,0500000US29099,223302,8863,163242.0,20772,1151,28844.0,203074,91.6,0.03587975306008792,0.010214117284608913
Lewis County,Missouri,0500000US29111,10027,573,6036.0,546,61,22602.0,8843,89.9,0.06027615507169411,0.015666489644184812
New Madrid County,Missouri,0500000US29143,17811,3306,8727.0,868,54,20638.0,14625,83.7,0.09450218818380744,0.011487964989059081
Perry County,Missouri,0500000US29157,19146,523,12425.0,1408,69,24710.0,17727,94.1,0.041946088099934255,0.013412228796844181
Ralls County,Missouri,0500000US29173,10217,342,7121.0,635,43,26536.0,9207,90.7,0.036463536463536464,0.006993006993006993
Ray County,Missouri,0500000US29177,22825,942,16040.0,1555,29,27768.0,20159,89.4,0.0723961297666477,0.00819578827546955
St. Louis County,Missouri,0500000US29189,998684,315720,746673.0,171146,15692,39784.0,920745,93.3,0.06829192138709989,0.004148215697304156
Stone County,Missouri,0500000US29209,31527,1149,20174.0,3147,159,27792.0,28098,90.2,0.042597928510240635,0.013394595436492485
Barry County,Missouri,0500000US29009,35493,2283,18543.0,2496,1320,21960.0,29727,84.5,0.04746044962531224,0.02240557111497994
Boone County,Missouri,0500000US29019,176515,33385,110069.0,27238,2688,29365.0,162935,93.0,0.060022585302400046,0.0017582229083579913
Cedar County,Missouri,0500000US29039,13938,491,7158.0,942,42,22434.0,11552,83.9,0.05929127052722558,0.012100259291270527
Crawford County,Missouri,0500000US29055,24280,803,12832.0,1268,143,21107.0,19843,82.8,0.040325134593053945,0.013195397445371055
Iron County,Missouri,0500000US29093,10221,444,4904.0,560,0,20696.0,8612,87.1,0.08253128007699712,0.019249278152069296
Livingston County,Missouri,0500000US29117,15076,931,8509.0,1356,10,23083.0,12217,88.2,0.05219313158789527,0.007310438626317579
Moniteau County,Missouri,0500000US29135,15958,1179,9722.0,1509,192,22445.0,12350,84.6,0.06734006734006734,0.012158623269734381
Oregon County,Missouri,0500000US29149,10699,479,4915.0,644,11,18103.0,8745,82.7,0.04481077315997214,0.012769909449732993
Dunklin County,Missouri,0500000US29069,30428,4814,13884.0,1761,621,19818.0,25278,85.0,0.09946085137201255,0.010219682948418766
Pettis County,Missouri,0500000US29159,42371,3765,23134.0,3272,1556,22897.0,36123,86.6,0.07926637774009171,0.011494252873563218
Ste. Genevieve County,Missouri,0500000US29186,17871,594,12198.0,1375,52,28578.0,16658,94.3,0.036725539669189795,0.007148864592094197
Randolph County,Missouri,0500000US29175,24945,2460,13827.0,1669,43,20836.0,20620,90.0,0.06445429495627171,0.005510962022283455
Franklin County,Missouri,0500000US29071,102781,4013,72116.0,9027,390,28773.0,93575,91.8,0.04767042667974497,0.00836194212849436
Howard County,Missouri,0500000US29089,10113,836,5795.0,983,14,23328.0,9124,91.4,0.03399831413318348,0.006743467266085979
Jackson County,Missouri,0500000US29095,692003,230869,447940.0,92136,18494,30237.0,605903,88.4,0.08962579558681492,0.005791553601058542
Miller County,Missouri,0500000US29131,25049,945,14694.0,1799,31,23408.0,22072,89.3,0.03937168502651979,0.009179926560587515
Pulaski County,Missouri,0500000US29169,52591,13372,28146.0,4779,742,22018.0,35568,89.6,0.05284174098229735,0.006921336350326102
Putnam County,Missouri,0500000US29171,4815,175,2803.0,418,32,22607.0,3982,84.0,0.06378258458125347,0.009983361064891847
Taney County,Missouri,0500000US29213,54720,4275,30052.0,4661,656,22106.0,45062,83.0,0.05883930966645802,0.007198426182598587
Texas County,Missouri,0500000US29215,25671,1791,11878.0,1786,73,19485.0,20263,83.6,0.06336778369349619,0.006263701847792045
Buchanan County,Missouri,0500000US29021,89076,11162,54043.0,8299,1555,25419.0,77359,89.9,0.09078128738932759,0.006700167504187605
Caldwell County,Missouri,0500000US29025,9049,361,5423.0,838,42,24238.0,8122,91.8,0.07115697990222705,0.01819663226507333
Callaway County,Missouri,0500000US29027,44840,3660,29611.0,4424,128,25069.0,38133,90.5,0.05181444070332959,0.004052874423244794
Cass County,Missouri,0500000US29037,102678,8753,76445.0,11900,847,31675.0,94369,92.6,0.03303417503295812,0.008416996247845046
Clinton County,Missouri,0500000US29049,20475,986,14115.0,2011,36,28216.0,18404,92.1,0.03334559274242981,0.00735564545788893
Cooper County,Missouri,0500000US29053,17622,1931,10590.0,1809,33,22895.0,14556,90.7,0.05507156191661481,0.007622899813316739
Dallas County,Missouri,0500000US29059,16499,591,8606.0,787,86,22096.0,13129,80.7,0.06109067647529186,0.020150327842635533
Gentry County,Missouri,0500000US29075,6665,170,3629.0,550,23,21059.0,5800,89.1,0.060361399461745485,0.016147635524798153
Hickory County,Missouri,0500000US29085,9368,353,5231.0,459,97,20646.0,7718,83.1,0.03980099502487562,0.010945273631840797
Lincoln County,Missouri,0500000US29113,55563,2928,36713.0,4013,220,25472.0,50380,91.6,0.035809584800939265,0.012487992315081652
Mississippi County,Missouri,0500000US29133,13748,3683,5152.0,843,11,18462.0,10393,86.4,0.12797619047619047,0.02242063492063492
Monroe County,Missouri,0500000US29137,8654,459,5419.0,544,27,24625.0,7630,89.2,0.06415198237885462,0.009636563876651983
Newton County,Missouri,0500000US29145,58202,5381,34661.0,5183,768,26996.0,50089,87.0,0.04692832764505119,0.011271780132926172
Ozark County,Missouri,0500000US29153,9236,352,4300.0,465,12,18818.0,7890,85.9,0.05863899613899614,0.015685328185328185
Pike County,Missouri,0500000US29163,18489,2020,9882.0,1546,135,22302.0,14482,89.2,0.058646616541353384,0.007969924812030075
St. Charles County,Missouri,0500000US29183,389985,39228,324809.0,63537,3528,37229.0,368819,95.1,0.027764910849470765,0.004777279232316808
Custer County,Montana,0500000US30017,11845,722,8225.0,1251,87,30123.0,10857,93.4,0.05706688484352628,0.00899979545919411
Hill County,Montana,0500000US30041,16439,4846,9140.0,1877,65,23017.0,15006,92.0,0.05243863563914568,0.011157156518967166
Powder River County,Montana,0500000US30075,1619,83,1114.0,268,3,30969.0,1408,88.6,0.011703511053315995,0.0
Park County,Montana,0500000US30067,16246,646,11573.0,2725,141,32133.0,14230,88.1,0.05421921726693538,0.0023403978676374984
Roosevelt County,Montana,0500000US30085,11228,7123,5288.0,797,28,18813.0,8248,75.0,0.09949302915082382,0.016159695817490494
Blaine County,Montana,0500000US30005,6727,3678,3118.0,684,11,18155.0,5435,82.1,0.08663793103448277,0.028879310344827585
Liberty County,Montana,0500000US30051,2280,28,1441.0,198,33,45587.0,2037,90.2,0.11738148984198646,0.0
Richland County,Montana,0500000US30083,11360,742,8894.0,1062,267,31849.0,10109,89.0,0.049187625194747384,0.007344758513242822
Teton County,Montana,0500000US30099,6080,321,3905.0,708,0,27402.0,5334,88.8,0.04929292929292929,0.01292929292929293
Toole County,Montana,0500000US30101,4976,471,2588.0,444,69,26434.0,3819,88.0,0.14910432033719706,0.001053740779768177
Fallon County,Montana,0500000US30025,2838,137,2153.0,200,0,34329.0,2566,92.9,0.02534562211981567,0.0
Daniels County,Montana,0500000US30019,1753,30,1383.0,231,0,34799.0,1615,93.5,0.036214953271028034,0.002336448598130841
Judith Basin County,Montana,0500000US30045,1951,60,1249.0,359,0,29827.0,1816,93.1,0.03683640303358613,0.0
Silver Bow County,Montana,0500000US30093,34814,2004,20984.0,4168,250,26224.0,31516,92.1,0.09869375907111756,0.0040242776091832695
Deer Lodge County,Montana,0500000US30023,9100,648,4997.0,902,9,25742.0,7846,92.1,0.07859922178988327,0.0036316472114137485
Jefferson County,Montana,0500000US30043,11778,624,8974.0,2061,4,32133.0,10791,93.1,0.022277227722772276,0.01485148514851485
McCone County,Montana,0500000US30055,1630,42,1142.0,178,14,27365.0,1526,94.8,0.0,0.018465909090909092
Wheatland County,Montana,0500000US30107,2149,111,1209.0,210,26,21442.0,1826,86.3,0.049939098660170524,0.018270401948842874
Rosebud County,Montana,0500000US30087,9250,3815,5856.0,787,9,23471.0,7366,80.3,0.04925325707022561,0.02065459167461074
Carter County,Montana,0500000US30011,1318,33,850.0,146,0,32001.0,1064,82.1,0.0352,0.0064
Dawson County,Montana,0500000US30021,9191,482,6288.0,969,3,32501.0,8321,93.7,0.02014098690835851,0.004028197381671702
Broadwater County,Montana,0500000US30007,5834,228,4100.0,819,11,32362.0,5412,93.5,0.016942148760330577,0.0012396694214876034
Lake County,Montana,0500000US30047,29774,9767,16914.0,3742,154,24912.0,24778,83.7,0.04287281627141531,0.014094016372689679
Pondera County,Montana,0500000US30073,6044,1085,3543.0,745,41,24392.0,5341,89.4,0.06480605487228004,0.008987701040681173
Yellowstone County,Montana,0500000US30111,157816,14651,109252.0,23496,785,33007.0,141925,91.2,0.056824298346789696,0.0074125336409073435
Ravalli County,Montana,0500000US30081,41902,1660,26210.0,5045,13,27766.0,36881,88.4,0.03530512041150339,0.012508767827916763
Valley County,Montana,0500000US30105,7532,1020,5024.0,824,9,28899.0,6839,92.2,0.040162980209545986,0.002910360884749709
Fergus County,Montana,0500000US30027,11273,549,7250.0,1829,7,29237.0,9724,87.6,0.05165829145728643,0.004020100502512563
Mineral County,Montana,0500000US30061,4211,285,2466.0,374,1,23744.0,3744,90.7,0.03649205414949971,0.014714537963507945
Petroleum County,Montana,0500000US30069,432,8,295.0,66,0,32565.0,381,88.2,0.0053475935828877,0.0
Sanders County,Montana,0500000US30089,11521,891,5935.0,1169,46,23822.0,9631,84.5,0.026246719160104987,0.009892994144962648
Flathead County,Montana,0500000US30029,98082,5387,66762.0,13959,282,30068.0,88005,90.3,0.03482170866882777,0.017149430095158423
Wibaux County,Montana,0500000US30109,1175,8,635.0,148,39,23137.0,982,85.5,0.030181086519114688,0.0
Meagher County,Montana,0500000US30059,1968,108,1160.0,278,14,23972.0,1716,88.4,0.03204272363150868,0.0
Carbon County,Montana,0500000US30009,10546,342,7715.0,1699,77,32553.0,9655,92.5,0.026263517987199295,0.004634738468329287
Phillips County,Montana,0500000US30071,4124,605,2540.0,425,0,23533.0,3383,82.9,0.03898305084745763,0.014124293785310734
Adams County,Nebraska,0500000US31001,31583,2119,20750.0,3157,938,28783.0,29090,92.9,0.05546813532651455,0.01038552321007081
Lancaster County,Nebraska,0500000US31109,310094,42156,209308.0,47397,7859,30929.0,283270,92.7,0.05734390033103403,0.006710369681848572
Boone County,Nebraska,0500000US31011,5313,84,3732.0,524,13,30680.0,4921,94.4,0.039912280701754385,0.005701754385964913
Rock County,Nebraska,0500000US31149,1350,26,967.0,159,7,34441.0,1141,87.0,0.012779552715654952,0.003194888178913738
Banner County,Nebraska,0500000US31007,696,17,500.0,73,9,34670.0,655,94.1,0.025089605734767026,0.0
Sherman County,Nebraska,0500000US31163,3042,62,2123.0,278,27,27380.0,2712,90.9,0.022091310751104567,0.003681885125184094
Richardson County,Nebraska,0500000US31147,8009,471,5098.0,743,16,28965.0,7329,93.2,0.030752916224814422,0.0076882290562036056
Howard County,Nebraska,0500000US31093,6405,226,4628.0,691,49,26651.0,6036,94.2,0.030923994038748136,0.0022354694485842027
Holt County,Nebraska,0500000US31089,10245,284,6931.0,1099,138,29975.0,9427,93.5,0.02818489289740699,0.005862457722660654
Furnas County,Nebraska,0500000US31065,4786,167,3171.0,519,43,27031.0,4385,93.2,0.05042016806722689,0.008403361344537815
Gosper County,Nebraska,0500000US31073,2015,41,1585.0,282,3,34731.0,1899,96.0,0.03420752565564424,0.0
Saline County,Nebraska,0500000US31151,14288,1671,8367.0,833,1440,22943.0,12468,88.9,0.015769761482357578,0.029174058742361522
Sarpy County,Nebraska,0500000US31153,178351,21483,144365.0,29327,3146,34928.0,164283,94.3,0.02844184795141825,0.011699592589745561
Thurston County,Nebraska,0500000US31173,7140,4339,3266.0,432,80,20396.0,5278,74.4,0.07678160919540229,0.0432183908045977
Washington County,Nebraska,0500000US31177,20219,621,16113.0,3025,94,34178.0,19091,95.3,0.045292307692307694,0.00024615384615384614
Boyd County,Nebraska,0500000US31015,2042,91,1324.0,219,4,27951.0,1752,86.9,0.042081949058693245,0.0
Cherry County,Nebraska,0500000US31031,5790,499,3688.0,631,111,27605.0,5339,93.1,0.051052221356196414,0.0019485580670303975
Dodge County,Nebraska,0500000US31053,36683,2135,23086.0,2952,1689,27494.0,32542,90.1,0.048597030544836155,0.008437438681404931
Fillmore County,Nebraska,0500000US31059,5574,168,3816.0,598,59,32631.0,4915,92.1,0.02390438247011952,0.00199203187250996
Garden County,Nebraska,0500000US31069,1860,31,1290.0,283,21,33572.0,1658,91.9,0.02640642939150402,0.004592422502870264
Hooker County,Nebraska,0500000US31091,691,9,442.0,87,0,25791.0,615,92.5,0.003134796238244514,0.0
Morrill County,Nebraska,0500000US31123,4841,232,3082.0,484,177,26461.0,4195,89.6,0.034308779011099896,0.0
Nemaha County,Nebraska,0500000US31127,7004,270,4423.0,923,35,27945.0,6449,93.5,0.035801181786583244,0.0
Seward County,Nebraska,0500000US31159,17127,643,11828.0,2129,50,30694.0,15936,94.6,0.03183747725894481,0.002577319587628866
Thomas County,Nebraska,0500000US31171,645,15,422.0,89,0,28701.0,599,92.9,0.003424657534246575,0.0
Dakota County,Nebraska,0500000US31043,20317,6322,12242.0,1062,2883,24365.0,17249,85.8,0.055659871244635194,0.033261802575107295
Webster County,Nebraska,0500000US31181,3571,170,2172.0,351,0,26970.0,3202,91.8,0.05069124423963134,0.0026333113890717576
Antelope County,Nebraska,0500000US31003,6372,156,3995.0,613,63,26406.0,5881,93.4,0.0388785046728972,0.0067289719626168224
Butler County,Nebraska,0500000US31023,8067,268,5952.0,848,112,28776.0,7516,95.2,0.025466390287237194,0.010660349422564407
Clay County,Nebraska,0500000US31035,6232,206,4098.0,552,169,27297.0,5525,90.1,0.019036519036519036,0.009712509712509712
Custer County,Nebraska,0500000US31041,10830,342,6723.0,1045,98,33294.0,9693,90.6,0.04849360297152291,0.004127115146512587
Gage County,Nebraska,0500000US31067,21595,748,14926.0,2251,129,28438.0,20251,95.2,0.04519650655021834,0.0005458515283842794
Hamilton County,Nebraska,0500000US31081,9178,342,7169.0,1154,30,32086.0,8495,94.0,0.023519870235198703,0.0013517166801838335
Kearney County,Nebraska,0500000US31099,6552,231,4694.0,712,84,30355.0,6068,93.6,0.05070842654735272,0.015287099179716629
Keith County,Nebraska,0500000US31101,8099,301,5452.0,856,64,28410.0,7347,91.4,0.060093652445369405,0.012747138397502602
Madison County,Nebraska,0500000US31119,35164,2948,22625.0,3673,1945,27528.0,31625,91.6,0.060754875824330014,0.008909779710958328
Perkins County,Nebraska,0500000US31135,2907,31,2231.0,388,37,33749.0,2683,93.4,0.03918367346938775,0.0024489795918367346
Saunders County,Nebraska,0500000US31155,21024,556,16261.0,2490,126,32344.0,19781,95.3,0.02606293538313716,0.005284650492433342
Wayne County,Nebraska,0500000US31179,9367,462,5697.0,1209,88,27192.0,8998,96.4,0.02871205906480722,0.006015859994531037
Keya Paha County,Nebraska,0500000US31103,792,12,582.0,82,0,31406.0,751,94.8,0.006134969325153374,0.0
Knox County,Nebraska,0500000US31107,8460,1115,5641.0,902,78,27372.0,7492,90.8,0.05770277626565052,0.014970059880239521
Lincoln County,Nebraska,0500000US31111,35433,1698,24506.0,3472,295,30073.0,31688,90.5,0.06880213546880214,0.0032032032032032033
Pierce County,Nebraska,0500000US31139,7157,180,5160.0,815,66,29509.0,6764,96.3,0.02742894910773298,0.0039656311962987445
Sioux County,Nebraska,0500000US31165,1266,102,859.0,199,0,26951.0,1161,91.7,0.05872193436960276,0.0069084628670120895
Cass County,Nebraska,0500000US31025,25702,955,20081.0,3312,78,33178.0,23745,93.9,0.033483258370814596,0.007596201899050475
Dixon County,Nebraska,0500000US31051,5746,329,4090.0,567,228,26757.0,5306,93.7,0.03375162267416703,0.005192557334487235
Dundy County,Nebraska,0500000US31057,2023,16,1047.0,182,126,25790.0,1602,80.7,0.03468208092485549,0.0
Greeley County,Nebraska,0500000US31077,2410,60,1650.0,208,11,26159.0,2245,94.2,0.022243713733075435,0.0
Hall County,Nebraska,0500000US31079,61343,7559,39395.0,5890,5437,27421.0,52578,86.9,0.049234805421950155,0.008307826847398338
Otoe County,Nebraska,0500000US31131,15896,850,11019.0,1724,344,29229.0,14663,93.6,0.06060136391816491,0.0037197768133911966
Red Willow County,Nebraska,0500000US31145,10806,408,6960.0,895,46,25456.0,9774,92.7,0.05673917918815878,0.0006727965911639381
Dawes County,Nebraska,0500000US31045,8896,958,5558.0,1092,7,26021.0,7881,89.3,0.05382279878553685,0.012420645873585427
Cheyenne County,Nebraska,0500000US31033,9852,448,7256.0,1370,75,32321.0,9038,92.7,0.04059539918809202,0.004736129905277402
Dawson County,Nebraska,0500000US31047,23804,2748,14721.0,1674,3059,25590.0,20931,89.0,0.06024230298988552,0.033677892630876956
Valley County,Nebraska,0500000US31175,4224,76,2685.0,527,20,28587.0,3777,90.5,0.04565217391304348,0.010326086956521738
McPherson County,Nebraska,0500000US31117,454,19,305.0,61,0,26384.0,437,96.3,0.009852216748768473,0.0
Nance County,Nebraska,0500000US31125,3554,34,2322.0,282,7,29711.0,3206,92.7,0.03169469598965071,0.0
Stanton County,Nebraska,0500000US31167,5992,181,4462.0,492,113,31686.0,5517,92.9,0.021576763485477178,0.007468879668049793
Harlan County,Nebraska,0500000US31083,3438,155,2276.0,401,19,27421.0,3125,92.3,0.018408941485864562,0.0006574621959237344
Blaine County,Nebraska,0500000US31009,480,0,357.0,48,6,26767.0,448,93.3,0.045871559633027525,0.03211009174311927
Buffalo County,Nebraska,0500000US31019,49030,3847,31475.0,6970,1124,30184.0,44404,91.6,0.046856248369423426,0.006313592486303156
Deuel County,Nebraska,0500000US31049,1894,104,1315.0,164,30,27397.0,1602,85.4,0.03762135922330097,0.0012135922330097086
Hitchcock County,Nebraska,0500000US31087,2843,11,1674.0,260,8,26917.0,2446,87.2,0.03225806451612903,0.009098428453267164
Platte County,Nebraska,0500000US31141,33063,1529,24058.0,3390,2231,29847.0,29902,91.2,0.042923076923076925,0.010384615384615384
Thayer County,Nebraska,0500000US31169,5098,150,3585.0,501,16,28793.0,4711,95.2,0.04424003504161191,0.005256241787122208
Box Butte County,Nebraska,0500000US31013,11089,913,7589.0,1033,136,28835.0,10092,92.4,0.056654863570089566,0.011872526556967298
Churchill County,Nevada,0500000US32001,24010,3818,15882.0,2008,982,26606.0,20307,87.9,0.045727670842244626,0.009471432936144211
Douglas County,Nevada,0500000US32005,47828,5133,35732.0,6545,1327,36390.0,42925,90.3,0.024588172408766217,0.007143204237329316
Pershing County,Nevada,0500000US32027,6611,1242,3057.0,403,433,19330.0,4016,85.4,0.0734609415416451,0.023279875840662184
Esmeralda County,Nevada,0500000US32009,981,50,534.0,91,69,24713.0,837,85.8,0.06387665198237885,0.0
Humboldt County,Nevada,0500000US32013,16904,2101,12037.0,1080,1358,30516.0,14487,86.8,0.03444426726199968,0.022484452240472012
Mineral County,Nevada,0500000US32021,4448,1473,2563.0,354,31,22897.0,3802,86.9,0.0913312693498452,0.015995872033023734
White Pine County,Nevada,0500000US32033,9737,1402,5881.0,747,172,26412.0,7486,90.6,0.026353074525361293,0.02550297534712383
Elko County,Nevada,0500000US32007,52252,7117,38626.0,3769,3154,33091.0,46480,90.1,0.034147444595205786,0.016960651289009497
Lincoln County,Nevada,0500000US32017,5174,560,3429.0,403,75,25304.0,4298,92.8,0.03478686918177364,0.0
Nye County,Nevada,0500000US32023,43705,7415,26541.0,2848,1623,25092.0,38520,89.1,0.03706878080137133,0.014998928647953718
Storey County,Nevada,0500000US32029,3941,422,3018.0,642,13,35887.0,3532,90.6,0.011264080100125156,0.0
Washoe County,Nevada,0500000US32031,450486,95278,307809.0,59069,29110,33546.0,402250,89.8,0.06803954242478832,0.013128265177445505
Clark County,Nevada,0500000US32003,2141574,842436,1383917.0,229999,220780,29256.0,1852377,87.5,0.08384616786942968,0.011525429908562231
Carson City,Nevada,0500000US32510,54467,10742,33448.0,5513,3124,29767.0,46903,89.4,0.05814522950892658,0.011041360580561863
Lyon County,Nevada,0500000US32019,53155,7884,35564.0,3711,1745,26855.0,48228,91.2,0.042527279812938426,0.012811769290724863
Cheshire County,NewHampshire,0500000US33005,76263,3608,54152.0,10349,327,34136.0,70141,92.9,0.05574062469078796,0.005673010323559484
Merrimack County,NewHampshire,0500000US33013,149452,8693,114739.0,21769,1794,36148.0,136967,93.9,0.05082723925107619,0.005480351987275902
Grafton County,NewHampshire,0500000US33009,89811,6776,61788.0,12778,761,36619.0,81789,92.1,0.05970879373848987,0.00679097605893186
